id,name,parent_id,pics,url_slug,tree_print,search_visible,child_count,index_hierarchy_data
1500899,"Other Nanotechnology",15008,1500899,other-nanotechnology,"Technology > Nanotechnology > Other Nanotechnology",No,0,"1500::0::1500::technology::Technology|15008::1500::15008::nanotechnology::Nanotechnology|1500899::15008::1500899::other-nanotechnology::Other Nanotechnology"
1500999,"Other Power Supplies",15009,1500999,other-power-supplies,"Technology > Power Supplies > Other Power Supplies",No,0,"1500::0::1500::technology::Technology|15009::1500::15009::power-supplies::Power Supplies|1500999::15009::1500999::other-power-supplies::Other Power Supplies"
1501001,"Autonomous Robotics & Artificial Intelligence",15010,1501001,autonomous-robotics-artificial-intelligence,"Technology > Robotics > Autonomous Robotics & Artificial Intelligence",Yes,0,"1500::0::1500::technology::Technology|15010::1500::15010::robotics::Robotics|1501001::15010::1501001::autonomous-robotics-artificial-intelligence::Autonomous Robotics & Artificial Intelligence"
1501002,"Industrial Robotics",15010,1501002,industrial-robotics,"Technology > Robotics > Industrial Robotics",Yes,0,"1500::0::1500::technology::Technology|15010::1500::15010::robotics::Robotics|1501002::15010::1501002::industrial-robotics::Industrial Robotics"
1501003,"Medical Robotics",15010,1501003,medical-robotics,"Technology > Robotics > Medical Robotics",Yes,0,"1500::0::1500::technology::Technology|15010::1500::15010::robotics::Robotics|1501003::15010::1501003::medical-robotics::Medical Robotics"
1501004,"Military Robotics",15010,1501004,military-robotics,"Technology > Robotics > Military Robotics",Yes,0,"1500::0::1500::technology::Technology|15010::1500::15010::robotics::Robotics|1501004::15010::1501004::military-robotics::Military Robotics"
1501005,"Mobile Robotics",15010,1501005,mobile-robotics,"Technology > Robotics > Mobile Robotics",Yes,0,"1500::0::1500::technology::Technology|15010::1500::15010::robotics::Robotics|1501005::15010::1501005::mobile-robotics::Mobile Robotics"
1501006,"Personal Robotics & Robotic Toys",15010,1501006,personal-robotics-robotic-toys,"Technology > Robotics > Personal Robotics & Robotic Toys",Yes,0,"1500::0::1500::technology::Technology|15010::1500::15010::robotics::Robotics|1501006::15010::1501006::personal-robotics-robotic-toys::Personal Robotics & Robotic Toys"
1501007,"Space Exploration Robotics",15010,1501007,space-exploration-robotics,"Technology > Robotics > Space Exploration Robotics",Yes,0,"1500::0::1500::technology::Technology|15010::1500::15010::robotics::Robotics|1501007::15010::1501007::space-exploration-robotics::Space Exploration Robotics"
1501099,"Other Robotics",15010,1501099,other-robotics,"Technology > Robotics > Other Robotics",No,0,"1500::0::1500::technology::Technology|15010::1500::15010::robotics::Robotics|1501099::15010::1501099::other-robotics::Other Robotics"
1501101,"Satellite Equipment & Components",15011,1501101,satellite-equipment-components,"Technology > Satellites > Satellite Equipment & Components",Yes,0,"1500::0::1500::technology::Technology|15011::1500::15011::satellites::Satellites|1501101::15011::1501101::satellite-equipment-components::Satellite Equipment & Components"
1501102,"Satellite Imaging",15011,1501102,satellite-imaging,"Technology > Satellites > Satellite Imaging",Yes,0,"1500::0::1500::technology::Technology|15011::1500::15011::satellites::Satellites|1501102::15011::1501102::satellite-imaging::Satellite Imaging"
1501103,"Satellite Operators",15011,1501103,satellite-operators,"Technology > Satellites > Satellite Operators",Yes,0,"1500::0::1500::technology::Technology|15011::1500::15011::satellites::Satellites|1501103::15011::1501103::satellite-operators::Satellite Operators"
1501104,"Satellite Service Providers",15011,1501104,satellite-service-providers,"Technology > Satellites > Satellite Service Providers",Yes,0,"1500::0::1500::technology::Technology|15011::1500::15011::satellites::Satellites|1501104::15011::1501104::satellite-service-providers::Satellite Service Providers"
1501199,"Other Satellites",15011,1501199,other-satellites,"Technology > Satellites > Other Satellites",No,0,"1500::0::1500::technology::Technology|15011::1500::15011::satellites::Satellites|1501199::15011::1501199::other-satellites::Other Satellites"
1501201,"Acoustic, Sound, & Vibration Sensors",15012,1501201,acoustic-sound-vibration-sensors,"Technology > Scientific Instruments, Sensors & Components > Acoustic, Sound, & Vibration Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501201::15012::1501201::acoustic-sound-vibration-sensors::Acoustic, Sound, & Vibration Sensors"
1501202,Biosensors,15012,1501202,biosensors,"Technology > Scientific Instruments, Sensors & Components > Biosensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501202::15012::1501202::biosensors::Biosensors"
1501203,"Chemical Sensors",15012,1501203,chemical-sensors,"Technology > Scientific Instruments, Sensors & Components > Chemical Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501203::15012::1501203::chemical-sensors::Chemical Sensors"
1501204,"Display Components",15012,1501204,display-components,"Technology > Scientific Instruments, Sensors & Components > Display Components",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501204::15012::1501204::display-components::Display Components"
1501205,"Distance, Speed, & Position Sensors",15012,1501205,distance-speed-position-sensors,"Technology > Scientific Instruments, Sensors & Components > Distance, Speed, & Position Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501205::15012::1501205::distance-speed-position-sensors::Distance, Speed, & Position Sensors"
1501206,"Electric, Magnetic, & Radio Sensors",15012,1501206,electric-magnetic-radio-sensors,"Technology > Scientific Instruments, Sensors & Components > Electric, Magnetic, & Radio Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501206::15012::1501206::electric-magnetic-radio-sensors::Electric, Magnetic, & Radio Sensors"
1501207,"Electronic Measurement & Inspection Instruments",15012,1501207,electronic-measurement-inspection-instruments,"Technology > Scientific Instruments, Sensors & Components > Electronic Measurement & Inspection Instruments",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501207::15012::1501207::electronic-measurement-inspection-instruments::Electronic Measurement & Inspection Instruments"
1501208,"Electronic System Cooling",15012,1501208,electronic-system-cooling,"Technology > Scientific Instruments, Sensors & Components > Electronic System Cooling",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501208::15012::1501208::electronic-system-cooling::Electronic System Cooling"
1501209,"Electronics Distribution & Support",15012,1501209,electronics-distribution-support,"Technology > Scientific Instruments, Sensors & Components > Electronics Distribution & Support",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501209::15012::1501209::electronics-distribution-support::Electronics Distribution & Support"
1501210,"Environmental & Weather Sensors",15012,1501210,environmental-weather-sensors,"Technology > Scientific Instruments, Sensors & Components > Environmental & Weather Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501210::15012::1501210::environmental-weather-sensors::Environmental & Weather Sensors"
1501211,"Flow And Fluid Velocity Sensors",15012,1501211,flow-and-fluid-velocity-sensors,"Technology > Scientific Instruments, Sensors & Components > Flow And Fluid Velocity Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501211::15012::1501211::flow-and-fluid-velocity-sensors::Flow And Fluid Velocity Sensors"
1501212,"Force & Level Sensors",15012,1501212,force-level-sensors,"Technology > Scientific Instruments, Sensors & Components > Force & Level Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501212::15012::1501212::force-level-sensors::Force & Level Sensors"
1501213,"Inductive Sensors",15012,1501213,inductive-sensors,"Technology > Scientific Instruments, Sensors & Components > Inductive Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501213::15012::1501213::inductive-sensors::Inductive Sensors"
1501214,"Laboratory Apparatus & Equipment",15012,1501214,laboratory-apparatus-equipment,"Technology > Scientific Instruments, Sensors & Components > Laboratory Apparatus & Equipment",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501214::15012::1501214::laboratory-apparatus-equipment::Laboratory Apparatus & Equipment"
1501215,"Light Sensors",15012,1501215,light-sensors,"Technology > Scientific Instruments, Sensors & Components > Light Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501215::15012::1501215::light-sensors::Light Sensors"
1501216,"Machine Vision Instruments",15012,1501216,machine-vision-instruments,"Technology > Scientific Instruments, Sensors & Components > Machine Vision Instruments",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501216::15012::1501216::machine-vision-instruments::Machine Vision Instruments"
1501217,"Microwave Antennae & Components",15012,1501217,microwave-antennae-components,"Technology > Scientific Instruments, Sensors & Components > Microwave Antennae & Components",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501217::15012::1501217::microwave-antennae-components::Microwave Antennae & Components"
1501218,"Motors, Motor Drives, & Related Products",15012,1501218,motors-motor-drives-related-products,"Technology > Scientific Instruments, Sensors & Components > Motors, Motor Drives, & Related Products",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501218::15012::1501218::motors-motor-drives-related-products::Motors, Motor Drives, & Related Products"
1501219,"Navigation Instruments",15012,1501219,navigation-instruments,"Technology > Scientific Instruments, Sensors & Components > Navigation Instruments",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501219::15012::1501219::navigation-instruments::Navigation Instruments"
1501220,"Pressure Sensors",15012,1501220,pressure-sensors,"Technology > Scientific Instruments, Sensors & Components > Pressure Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501220::15012::1501220::pressure-sensors::Pressure Sensors"
1501221,"Proximity Sensors & Motion Detectors",15012,1501221,proximity-sensors-motion-detectors,"Technology > Scientific Instruments, Sensors & Components > Proximity Sensors & Motion Detectors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501221::15012::1501221::proximity-sensors-motion-detectors::Proximity Sensors & Motion Detectors"
1501222,Radars,15012,1501222,radars,"Technology > Scientific Instruments, Sensors & Components > Radars",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501222::15012::1501222::radars::Radars"
1501223,Sonars,15012,1501223,sonars,"Technology > Scientific Instruments, Sensors & Components > Sonars",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501223::15012::1501223::sonars::Sonars"
1501224,"Switches, Connectors & Keypads",15012,1501224,switches-connectors-keypads,"Technology > Scientific Instruments, Sensors & Components > Switches, Connectors & Keypads",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501224::15012::1501224::switches-connectors-keypads::Switches, Connectors & Keypads"
1501225,"Thermal & Heat Sensors",15012,1501225,thermal-heat-sensors,"Technology > Scientific Instruments, Sensors & Components > Thermal & Heat Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501225::15012::1501225::thermal-heat-sensors::Thermal & Heat Sensors"
1501226,"Ultrasonic Sensors",15012,1501226,ultrasonic-sensors,"Technology > Scientific Instruments, Sensors & Components > Ultrasonic Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501226::15012::1501226::ultrasonic-sensors::Ultrasonic Sensors"
1501227,"Video Sensors",15012,1501227,video-sensors,"Technology > Scientific Instruments, Sensors & Components > Video Sensors",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501227::15012::1501227::video-sensors::Video Sensors"
1501228,"Haptic Technology",15012,1501228,haptic-technology,"Technology > Scientific Instruments, Sensors & Components > Haptic Technology",Yes,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501228::15012::haptic-technology::Haptic Technology"
1501299,"Other Scientific Instruments, Sensors & Components",15012,1501299,other-scientific-instruments-sensors-components,"Technology > Scientific Instruments, Sensors & Components > Other Scientific Instruments, Sensors & Components",No,0,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components|1501299::15012::1501299::other-scientific-instruments-sensors-components::Other Scientific Instruments, Sensors & Components"
1501301,"Alarm Systems",15013,1501301,alarm-systems,"Technology > Security Technology > Alarm Systems",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501301::15013::1501301::alarm-systems::Alarm Systems"
1501302,"Anti-Counterfeiting & Anti-Theft",15013,1501302,anti-counterfeiting-anti-theft,"Technology > Security Technology > Anti-Counterfeiting & Anti-Theft",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501302::15013::1501302::anti-counterfeiting-anti-theft::Anti-Counterfeiting & Anti-Theft"
1501303,"Application Security",15013,1501303,application-security,"Technology > Security Technology > Application Security",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501303::15013::1501303::application-security::Application Security"
1501304,"Audio & Electronic Surveillance",15013,1501304,audio-electronic-surveillance,"Technology > Security Technology > Audio & Electronic Surveillance",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501304::15013::1501304::audio-electronic-surveillance::Audio & Electronic Surveillance"
1501305,"Bio-Defense & Bio-Surveillance",15013,1501305,bio-defense-bio-surveillance,"Technology > Security Technology > Bio-Defense & Bio-Surveillance",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501305::15013::1501305::bio-defense-bio-surveillance::Bio-Defense & Bio-Surveillance"
1501306,Biometrics,15013,1501306,biometrics,"Technology > Security Technology > Biometrics",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501306::15013::1501306::biometrics::Biometrics"
1501307,"Cyber Security",15013,1501307,cyber-security,"Technology > Security Technology > Cyber Security",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501307::15013::1501307::cyber-security::Cyber Security"
1501308,"Data Backup, Protection, & Recovery",15013,1501308,data-backup-protection-recovery,"Technology > Security Technology > Data Backup, Protection, & Recovery",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501308::15013::1501308::data-backup-protection-recovery::Data Backup, Protection, & Recovery"
1501309,"Electronic Key Cards",15013,1501309,electronic-key-cards,"Technology > Security Technology > Electronic Key Cards",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501309::15013::1501309::electronic-key-cards::Electronic Key Cards"
1501310,"E-Mail Security",15013,1501310,e-mail-security,"Technology > Security Technology > E-Mail Security",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501310::15013::1501310::e-mail-security::E-Mail Security"
1501311,"Identity Management Systems",15013,1501311,identity-management-systems,"Technology > Security Technology > Identity Management Systems",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501311::15013::1501311::identity-management-systems::Identity Management Systems"
1501312,"Informational Access Control",15013,1501312,informational-access-control,"Technology > Security Technology > Informational Access Control",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501312::15013::1501312::informational-access-control::Informational Access Control"
1501313,"IT Vulnerability Assessment",15013,1501313,it-vulnerability-assessment,"Technology > Security Technology > It Vulnerability Assessment",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501313::15013::1501313::it-vulnerability-assessment::It Vulnerability Assessment"
1501314,"Mobile Security",15013,1501314,mobile-security,"Technology > Security Technology > Mobile Security",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501314::15013::1501314::mobile-security::Mobile Security"
1501315,"Network Monitoring, Detection, & Response",15013,1501315,network-monitoring-detection-response,"Technology > Security Technology > Network Monitoring, Detection, & Response",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501315::15013::1501315::network-monitoring-detection-response::Network Monitoring, Detection, & Response"
1501316,"Perimeter Security & Firewalls",15013,1501316,perimeter-security-firewalls,"Technology > Security Technology > Perimeter Security & Firewalls",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501316::15013::1501316::perimeter-security-firewalls::Perimeter Security & Firewalls"
1501317,"Radio Frequency Identification",15013,1501317,radio-frequency-identification,"Technology > Security Technology > Radio Frequency Identification",Yes,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501317::15013::1501317::radio-frequency-identification::Radio Frequency Identification"
1501399,"Other Security Technology",15013,1501399,other-security-technology,"Technology > Security Technology > Other Security Technology",No,0,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology|1501399::15013::1501399::other-security-technology::Other Security Technology"
1501401,"Broad Line",15014,1501401,broad-line,"Technology > Semiconductors > Broad Line",Yes,0,"1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501401::15014::1501401::broad-line::Broad Line"
1501402,Controllers,15014,1501402,controllers,"Technology > Semiconductors > Controllers",Yes,0,1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501402::15014::1501402::controllers::Controllers
1501403,"Fabless Semiconductors",15014,1501403,fabless-semiconductors,"Technology > Semiconductors > Fabless Semiconductors",Yes,0,"1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501403::15014::1501403::fabless-semiconductors::Fabless Semiconductors"
1501404,"Integrated Circuits",15014,1501404,integrated-circuits,"Technology > Semiconductors > Integrated Circuits",Yes,0,"1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501404::15014::1501404::integrated-circuits::Integrated Circuits"
1501405,"Memory Chips",15014,1501405,memory-chips,"Technology > Semiconductors > Memory Chips",Yes,0,"1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501405::15014::1501405::memory-chips::Memory Chips"
1501406,Microcontrollers,15014,1501406,microcontrollers,"Technology > Semiconductors > Microcontrollers",Yes,0,1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501406::15014::1501406::microcontrollers::Microcontrollers
1501407,Microprocessors,15014,1501407,microprocessors,"Technology > Semiconductors > Microprocessors",Yes,0,1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501407::15014::1501407::microprocessors::Microprocessors
1501408,"Semiconductor Equipment & Materials",15014,1501408,semiconductor-equipment-materials,"Technology > Semiconductors > Semiconductor Equipment & Materials",Yes,0,"1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501408::15014::1501408::semiconductor-equipment-materials::Semiconductor Equipment & Materials"
1501409,"Specialized Semiconductors",15014,1501409,specialized-semiconductors,"Technology > Semiconductors > Specialized Semiconductors",Yes,0,"1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501409::15014::1501409::specialized-semiconductors::Specialized Semiconductors"
1501499,"Other Semiconductors",15014,1501499,other-semiconductors,"Technology > Semiconductors > Other Semiconductors",No,0,"1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors|1501499::15014::1501499::other-semiconductors::Other Semiconductors"
1501501,"Application Software",15015,1501501,application-software,"Technology > Software > Application Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501501::15015::1501501::application-software::Application Software"
1501502,"Artificial Intelligence & Algorithmic Automation Software",15015,1501502,artificial-intelligence-algorithmic-automation-software,"Technology > Software > Artificial Intelligence & Algorithmic Automation Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501502::15015::1501502::artificial-intelligence-algorithmic-automation-software::Artificial Intelligence & Algorithmic Automation Software"
1501503,"Asset Protection And Management",15015,1501503,asset-protection-and-management,"Technology > Software > Asset Protection And Management",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501503::15015::1501503::asset-protection-and-management::Asset Protection And Management"
1501504,"Business Intelligence/Analytics",15015,1501504,business-intelligence-analytics,"Technology > Software > Business Intelligence/Analytics",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501504::15015::1501504::business-intelligence-analytics::Business Intelligence/Analytics"
1501505,"Business Process Management",15015,1501505,business-process-management,"Technology > Software > Business Process Management",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501505::15015::1501505::business-process-management::Business Process Management"
1501506,"Communication And Networking Software",15015,1501506,communication-and-networking-software,"Technology > Software > Communication And Networking Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501506::15015::1501506::communication-and-networking-software::Communication And Networking Software"
1501507,"Compliance Management",15015,1501507,compliance-management,"Technology > Software > Compliance Management",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501507::15015::1501507::compliance-management::Compliance Management"
1501508,"Content Management (Cms) Software",15015,1501508,content-management-cms-software,"Technology > Software > Content Management (Cms) Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501508::15015::1501508::content-management-cms-software::Content Management (Cms) Software"
1501509,"Customer Relationship Management Software & Solutions (Crm)",15015,1501509,customer-relationship-management-software-solutions-crm,"Technology > Software > Customer Relationship Management Software & Solutions (Crm)",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501509::15015::1501509::customer-relationship-management-software-solutions-crm::Customer Relationship Management Software & Solutions (Crm)"
1501510,"Data Visualization & Analytics Software",15015,1501510,data-visualization-analytics-software,"Technology > Software > Data Visualization & Analytics Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501510::15015::1501510::data-visualization-analytics-software::Data Visualization & Analytics Software"
1501511,"Database Storage & Management Software",15015,1501511,database-storage-management-software,"Technology > Software > Database Storage & Management Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501511::15015::1501511::database-storage-management-software::Database Storage & Management Software"
1501512,"Education, Training & Language Software",15015,1501512,education-training-language-software,"Technology > Software > Education, Training & Language Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501512::15015::1501512::education-training-language-software::Education, Training & Language Software"
1501513,"Energy Efficiency/Green Software",15015,1501513,energy-efficiency-green-software,"Technology > Software > Energy Efficiency/Green Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501513::15015::1501513::energy-efficiency-green-software::Energy Efficiency/Green Software"
1501514,"Engineering, Design & Development Software",15015,1501514,engineering-design-development-software,"Technology > Software > Engineering, Design & Development Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501514::15015::1501514::engineering-design-development-software::Engineering, Design & Development Software"
1501515,"Enterprise Communication Software",15015,1501515,enterprise-communication-software,"Technology > Software > Enterprise Communication Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501515::15015::1501515::enterprise-communication-software::Enterprise Communication Software"
1501516,"Enterprise Data Integration",15015,1501516,enterprise-data-integration,"Technology > Software > Enterprise Data Integration",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501516::15015::1501516::enterprise-data-integration::Enterprise Data Integration"
1501517,"Enterprise Resource Planning (Erp)",15015,1501517,enterprise-resource-planning-erp,"Technology > Software > Enterprise Resource Planning (Erp)",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501517::15015::1501517::enterprise-resource-planning-erp::Enterprise Resource Planning (Erp)"
1501518,"Enterprise Resource Planning (Erp) Software",15015,1501518,enterprise-resource-planning-erp-software,"Technology > Software > Enterprise Resource Planning (Erp) Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501518::15015::1501518::enterprise-resource-planning-erp-software::Enterprise Resource Planning (Erp) Software"
1501519,"Financial & Accounting Software",15015,1501519,financial-accounting-software,"Technology > Software > Financial & Accounting Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501519::15015::1501519::financial-accounting-software::Financial & Accounting Software"
1501520,"Gaming & Entertainment Software",15015,1501520,gaming-entertainment-software,"Technology > Software > Gaming & Entertainment Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501520::15015::1501520::gaming-entertainment-software::Gaming & Entertainment Software"
1501521,"Geographic Information System Software",15015,1501521,geographic-information-system-software,"Technology > Software > Geographic Information System Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501521::15015::1501521::geographic-information-system-software::Geographic Information System Software"
1501522,"Health & Medical Software",15015,1501522,health-medical-software,"Technology > Software > Health & Medical Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501522::15015::1501522::health-medical-software::Health & Medical Software"
1501523,"High Availability/Reliability/Disaster Recovery",15015,1501523,high-availability-reliability-disaster-recovery,"Technology > Software > High Availability/Reliability/Disaster Recovery",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501523::15015::1501523::high-availability-reliability-disaster-recovery::High Availability/Reliability/Disaster Recovery"
1501524,"Human Resources Management Software",15015,1501524,human-resources-management-software,"Technology > Software > Human Resources Management Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501524::15015::1501524::human-resources-management-software::Human Resources Management Software"
1501525,"Infrastructure/Network Management",15015,1501525,infrastructure-network-management,"Technology > Software > Infrastructure/Network Management",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501525::15015::1501525::infrastructure-network-management::Infrastructure/Network Management"
1501526,"Legal & Compliance Software",15015,1501526,legal-compliance-software,"Technology > Software > Legal & Compliance Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501526::15015::1501526::legal-compliance-software::Legal & Compliance Software"
1501527,"License Management",15015,1501527,license-management,"Technology > Software > License Management",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501527::15015::1501527::license-management::License Management"
1501528,"Lifecycle Management",15015,1501528,lifecycle-management,"Technology > Software > Lifecycle Management",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501528::15015::1501528::lifecycle-management::Lifecycle Management"
1501529,"Marketing Software",15015,1501529,marketing-software,"Technology > Software > Marketing Software",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501529::15015::1501529::marketing-software::Marketing Software"
1501530,Messaging/Communications,15015,1501530,messaging-communications,"Technology > Software > Messaging/Communications",Yes,0,1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501530::15015::1501530::messaging-communications::Messaging/Communications
1501531,"Middleware/App Server/Web Server",15015,1501531,middleware-app-server-web-server,"Technology > Software > Middleware/App Server/Web Server",Yes,0,"1500::0::1500::technology::Technology|15015::1500::15015::software::Software|1501531::15015::1501531::middleware-app-server-web-server::Middleware/App Server/Web Server"
